Parceiro,Grupos de usuários,dias,compradores_total,compradores_media_dia,comissao_total,cashback_total,vendas_totais,lucro_bruto_total,lucro_bruto_medio_dia,lucro_bruto_std_dia,margem_sobre_gmv_media,cashback_rate_medio,comissao_rate_medio,ticket_medio,lucro_por_comprador,probabilidade_ser_melhor,ic95_lucro_medio_dia_min,ic95_lucro_medio_dia_max
Parceiro A,Grupo 1,92,9633,104.70652173913044,638135.0,233424.0,5605173.0,404711.0,4399.032608695652,2518.918568982878,0.07111415611190233,0.0408415062986764,0.11195566241057872,585.8078856887155,42.01297622755113,0.9398,3917.116847826087,4931.902173913043
Parceiro A,Grupo 2,92,10814,117.54347826086956,728178.0,370659.0,6423096.0,357519.0,3886.0760869565215,2048.1539864934266,0.056013036744544976,0.05594355499148609,0.11195659173603106,594.5373949677951,33.06075457739967,0.0602,3488.5913043478263,4315.816304347826
Parceiro A,Grupo 3,92,11410,124.02173913043478,767887.0,503600.0,6785856.0,264287.0,2872.6847826086955,1340.105711176743,0.04401359737141261,0.0679476300955049,0.11196122746691753,593.5108382232378,23.162751971954425,0.0,2613.4527173913043,3155.894293478261
